Date,Condition,Time,Tray,Plant,Hour_m1,µS/cm_m1,°C_m1,Temp.Comp._m1,Offset_m1,Measure_m1,Hour_m2,µS/cm_m2,°C_m2,Temp.Comp._m2,Offset_m2,Measure_m2,C1/C2,Wet_Mean,Wet_Std,Wet_StdErr,Ecp_Mean,Ecp_Std,Ecp_StdErr,Tmp_Mean,Tmp_Std,Tmp_StdErr,Shelf,Leaf_leaf1_x,Fresh weight (mg)_leaf1,Wet weight (mg)_leaf1,Dry weight (mg)_leaf1,RWC (FW-DW)/(TW-DW)_leaf1,Comment_leaf1,Group_leaf1,Leaf_leaf2_x,Fresh weight (mg)_leaf2,Wet weight (mg)_leaf2,Dry weight (mg)_leaf2,RWC (FW-DW)/(TW-DW)_leaf2,Comment_leaf2,Group_leaf2,Mean Fresh weight,Mean Wet weight,Mean Dry weight,Mean RWC,ID_leaf1,Series_leaf1,Repeat_leaf1,Ambient Humidity_leaf1,Ambient Temperature_leaf1,ECSt mAU_leaf1,gH+_leaf1,Leaf Angle_leaf1,Leaf Temperature Differential_leaf1,LEF_leaf1,Light Intensity (PAR)_leaf1,NPQt_leaf1,Phi2_leaf1,PhiNO_leaf1,PhiNPQ_leaf1,PS1 Active Centers_leaf1,PS1 Open Centers_leaf1,PS1 Over Reduced Centers_leaf1,PS1 Oxidized Centers_leaf1,Relative Chlorophyll_leaf1,Thickness_leaf1,vH+_leaf1,time_leaf1,Plant ID_leaf1,Time of Day_leaf1,User_leaf1,Device ID_leaf1,Latitude_leaf1,Longitude_leaf1,Issues_leaf1,Leaf_leaf1_y,ID_leaf2,Series_leaf2,Repeat_leaf2,Ambient Humidity_leaf2,Ambient Temperature_leaf2,ECSt mAU_leaf2,gH+_leaf2,Leaf Angle_leaf2,Leaf Temperature Differential_leaf2,LEF_leaf2,Light Intensity (PAR)_leaf2,NPQt_leaf2,Phi2_leaf2,PhiNO_leaf2,PhiNPQ_leaf2,PS1 Active Centers_leaf2,PS1 Open Centers_leaf2,PS1 Over Reduced Centers_leaf2,PS1 Oxidized Centers_leaf2,Relative Chlorophyll_leaf2,Thickness_leaf2,vH+_leaf2,time_leaf2,Plant ID_leaf2,Time of Day_leaf2,User_leaf2,Device ID_leaf2,Latitude_leaf2,Longitude_leaf2,Issues_leaf2,Leaf_leaf2_y,Mean_Thickness,Mean_ECSt mAU,Mean_gH+,Mean_Leaf Temperature Differential,Mean_LEF,Mean_NPQt,Mean_Phi2,Mean_PhiNO,Mean_PhiNPQ,Mean_PS1 Active Centers,Mean_PS1 Open Centers,Mean_PS1 Over Reduced Centers,Mean_PS1 Oxidized Centers,Mean_Relative Chlorophyll,Mean_vH+
20240116,Drought,5,16,J,18:58:48,0.814,20.8,ATC2,0,1,,,,,,,,47.56666667,1.677299417,0.96838927,270.6333333,15.47460285,8.93426612,15.23333333,0.2081666,0.120185043,4,1,2.6,2.5,0,1.04,,35,,,,,,,,2.6,2.5,0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:34:03,7.744,24.1,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:37:04,2.726,22.4,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:43:25,2.894,22.7,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:45:05,7.57,14.8,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:48:45,3.451,21.9,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:50:16,1.631,13.5,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:51:46,4.056,17.8,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:52:56,4.401,15.9,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:54:16,4.276,13.2,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:55:46,2.907,11.9,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:57:27,6.602,15.6,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,19:58:47,4.611,12.6,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,20:00:17,1.295,14.5,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,20:01:07,3.871,11.9,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,20:02:07,1.712,12.5,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,20:03:17,2.031,9.4,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240116,,5,,,,,,,,,20:04:18,1.348,13.2,ATC2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240119,Control,8,1,D,20:36:14,9.837,21.6,ATC2,0,1,21:25:23,63.35,30,ATC2,0,2,0.155280189,67.03333333,4.338586559,2.504884118,259.3,47.8281298,27.61358361,16.03333333,0.251661148,0.145296631,1,1,11.6,12.7,1.3,0.903508772,brown tip,36,2,19.4,22.2,1.8,0.862745098,,36,15.5,17.45,1.55,0.883126935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240119,Control,8,1,J,20:38:34,13.73,21.6,ATC2,0,1,21:26:53,27.02,29.5,ATC2,0,2,0.508142117,70.43333333,1.563116545,0.902465758,224.3666667,51.16154155,29.53812978,15.66666667,0.251661148,0.145296631,1,1,4.7,5.8,0.3,0.8,yellow tip,37,2,10.2,12.2,0.9,0.82300885,,37,7.45,9,0.6,0.811504425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240119,Drought,8,2,D,20:41:15,16.4,21.1,ATC2,0,1,21:27:53,63.74,29.9,ATC2,0,2,0.257295262,41.53333333,1.266227994,0.731057073,256.0333333,12.52371085,7.230567828,16.86666667,0.2081666,0.120185043,1,1,10.4,12.2,1.2,0.836363636,"yellow, damaged",43,2,33.3,38.7,2.4,0.851239669,,43,21.85,25.45,1.8,0.843801653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240119,Control,8,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4046607,Whole Data Set,1,34.811,21.44,0.0001,200.41,11.248,-0.01,13.2877152,43.552,0.673,0.678,0.193,0.13,0.9,0.44,0.36,0.2,23.04,0.12,0.02,01/19/2024 5:07 PM,3D,17.13,Alice Malivert,52:00:08:b6,51.4993763,-0.1755492,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.0001,200.41,-0.01,13.2877152,0.673,0.678,0.193,0.13,0.9,0.44,0.36,0.2,23.04,0.02
20240119,Control,8,3,O,20:43:15,9.581,21.4,ATC2,0,1,21:28:53,24.73,28.2,ATC2,0,2,0.387424181,66.93333333,4.282911782,2.47274027,221.8333333,47.22079344,27.26293781,16.16666667,0.152752523,0.08819171,1,1,13.8,16.5,1.3,0.822368421,,38,2,35.9,42.9,3,0.824561404,,38,24.85,29.7,2.15,0.823464912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240119,Drought,8,4,O,20:44:45,8.088,21.3,ATC2,0,1,21:29:53,29.21,27.4,ATC2,0,2,0.276891476,43.63333333,4.461315202,2.575741533,269.7666667,3.807011076,2.19797887,16.4,0.1,0.057735027,1,1,5.6,6.3,0.3,0.883333333,,44,2,11.2,14.6,1,0.75,,44,8.4,10.45,0.65,0.816666667,4046658,Whole Data Set,1,24.617,27.43,0.00009,250.72,17.476,-2.14,13.4483004,46.119,1.05,0.648,0.172,0.18,0.283,1.557,-0.538,-0.019,10.31,0.04,0.023,01/19/2024 5:35 PM,4O,17.58583333,Alice Malivert,52:00:08:b6,51.4993173,-0.1755893,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.00009,250.72,-2.14,13.4483004,1.05,0.648,0.172,0.18,0.283,1.557,-0.538,-0.019,10.31,0.023
20240119,Drought,8,6,D,20:45:55,3.681,21.2,ATC2,0,1,21:31:03,19.69,27.4,ATC2,0,2,0.186947689,40.86666667,3.458805189,1.996942107,283.4333333,14.09054056,8.135177387,17.63333333,0.251661148,0.145296631,2,1,6.2,7.4,0.3,0.830985915,,45,2,4.4,6.1,0.4,0.701754386,out of water wet,45,5.3,6.75,0.35,0.766370151,4046613,Whole Data Set,1,33.568,22.61,0.0001,314.389,5.644,-0.46,11.652633,40.715,1.212,0.636,0.165,0.199,0.473,1.135,0.272,-0.407,6.96,0.05,0.031,01/19/2024 5:10 PM,6D,17.16972222,Alice Malivert,52:00:08:b6,51.4993514,-0.1755674,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0001,314.389,-0.46,11.652633,1.212,0.636,0.165,0.199,0.473,1.135,0.272,-0.407,6.96,0.031
20240119,Drought,8,6,J,20:47:58,6.594,21.4,ATC2,0,1,21:32:43,37.45,28,ATC2,0,2,0.176074766,42.9,0.866025404,0.5,267.1,17.44734937,10.07323185,17.6,0.173205081,0.1,2,,,,,,,,2,26.3,33.6,2.2,0.767515924,,46,26.3,33.6,2.2,0.767515924,4046617,Whole Data Set,1,32.987,23.18,0.00014,207.705,2.054,-0.79,15.25473945,50.073,0.757,0.677,0.184,0.139,0.753,0.751,0.085,0.164,20.83,0.16,0.029,01/19/2024 5:11 PM,6J,17.18722222,Alice Malivert,52:00:08:b6,51.4993487,-0.1755616,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.00014,207.705,-0.79,15.25473945,0.757,0.677,0.184,0.139,0.753,0.751,0.085,0.164,20.83,0.029
20240119,Control,8,7,O,20:48:58,5.24,21.1,ATC2,0,1,21:34:24,17.96,26.2,ATC2,0,2,0.291759465,63.56666667,2.746512941,1.585699986,239.4666667,36.11043247,20.84836791,17.1,0.1,0.057735027,2,1,6.5,7.5,0.2,0.863013699,,39,2,6.9,8.6,0.6,0.7875,,39,6.7,8.05,0.4,0.825256849,4046620,Whole Data Set,1,31.704,23.75,0.00015,151.722,1.568,-1.28,14.5682964,48.104,0.865,0.673,0.176,0.152,0.369,0.414,0.393,0.192,17.11,0.06,0.023,01/19/2024 5:12 PM,7O,17.20666667,Alice Malivert,52:00:08:b6,51.4993628,-0.1755706,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.00015,151.722,-1.28,14.5682964,0.865,0.673,0.176,0.152,0.369,0.414,0.393,0.192,17.11,0.023
20240119,Control,8,9,J,20:50:19,9.266,21,ATC2,0,1,21:35:34,47.52,25.2,ATC2,0,2,0.194991582,72.63333333,3.510460559,2.026765348,228.8666667,39.07561047,22.56031422,16.3,0.1,0.057735027,3,1,15.8,17.8,1,0.880952381,damaged wet,40,2,28.5,35.1,1.9,0.801204819,,40,22.15,26.45,1.45,0.8410786,4046623,Whole Data Set,1,30.507,24.17,0.00016,152.484,3.18,-1.02,11.5849764,37.638,0.746,0.684,0.181,0.135,0.689,0.902,-0.009,0.106,18.33,0.13,0.024,01/19/2024 5:13 PM,9J,17.23027778,Alice Malivert,52:00:08:b6,51.4993643,-0.1755711,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.00016,152.484,-1.02,11.5849764,0.746,0.684,0.181,0.135,0.689,0.902,-0.009,0.106,18.33,0.024
20240119,Drought,8,10,D,20:51:19,5.014,20.9,ATC2,0,1,21:36:34,24.25,26.1,ATC2,0,2,0.206762887,45.43333333,1.6563011,0.956265886,269.7333333,9.181684667,5.301048114,16.83333333,0.152752523,0.08819171,3,1,4.5,5.7,0.3,0.777777778,,47,2,14.1,17.3,1.1,0.802469136,,47,9.3,11.5,0.7,0.790123457,4046626,Whole Data Set,1,29.463,24.57,0.00011,114.042,3.384,-1.22,14.2722378,49.402,1.174,0.642,0.165,0.193,0.66,0.62,0.456,-0.076,7.98,0.02,0.013,01/19/2024 5:14 PM,10D,17.24527778,Alice Malivert,52:00:08:b6,51.4993388,-0.1755875,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.00011,114.042,-1.22,14.2722378,1.174,0.642,0.165,0.193,0.66,0.62,0.456,-0.076,7.98,0.013
20240119,Drought,8,10,J,20:52:19,4.371,21.2,ATC2,0,1,21:37:34,16.27,22.2,ATC2,0,2,0.268653964,49.63333333,1.006644591,0.581186526,262.2333333,13.49901231,7.793658391,17.06666667,0.461880215,0.266666667,3,1,5,5.9,0.2,0.842105263,,48,,,,,,,,5,5.9,0.2,0.842105263,4046631,Whole Data Set,1,27.966,25.44,0.00014,27.609,14.029,-2.01,13.2314544,44.822,1.193,0.656,0.157,0.187,0.155,1.083,-0.972,0.888,4.96,0.02,0.004,01/19/2024 5:16 PM,10J,17.27111111,Alice Malivert,52:00:08:b6,51.499346,-0.1755716,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.00014,27.609,-2.01,13.2314544,1.193,0.656,0.157,0.187,0.155,1.083,-0.972,0.888,4.96,0.004
20240119,Control,8,11,O,20:52:59,10.64,21.1,ATC2,0,1,21:45:25,40.13,26.1,ATC2,0,2,0.265138301,71.53333333,2.542308662,1.46780259,248.8666667,42.13802716,24.32840133,17.4,0.3,0.173205081,3,1,14.1,16.8,0.9,0.830188679,,41,2,20.1,23.4,1.5,0.849315068,,41,17.1,20.1,1.2,0.839751874,4046637,Whole Data Set,1,28.327,26.03,0.00009,92.569,4.786,-2.18,7.5611034,24.281,0.807,0.692,0.17,0.137,0.646,0.858,-0.047,0.189,18.88,0.12,0.008,01/19/2024 5:18 PM,11O,17.3,Alice Malivert,52:00:08:b6,51.499355,-0.1755704,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.00009,92.569,-2.18,7.5611034,0.807,0.692,0.17,0.137,0.646,0.858,-0.047,0.189,18.88,0.008
20240119,Drought,8,12,O,20:53:49,6.988,21.1,ATC2,0,1,21:46:15,33.65,23.7,ATC2,0,2,0.207667162,50.86666667,3.667878588,2.11765069,281.6,14.04599587,8.109459497,16.93333333,0.288675135,0.166666667,3,1,8.7,10.2,0.5,0.845360825,,49,2,25.8,31.1,1.9,0.818493151,,49,17.25,20.65,1.2,0.831926988,4046636,Whole Data Set,1,27.574,26.17,0.00012,115.878,10.078,-1.94,9.8525754,33.478,0.955,0.654,0.177,0.169,0.195,2.06,-1.34,0.28,16.74,0.09,0.014,01/19/2024 5:18 PM,12O,17.31222222,Alice Malivert,52:00:08:b6,51.4993664,-0.1755546,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.00012,115.878,-1.94,9.8525754,0.955,0.654,0.177,0.169,0.195,2.06,-1.34,0.28,16.74,0.014
20240119,Drought,8,14,J,20:54:29,11.5,21.1,ATC2,0,1,21:47:35,55.02,24.5,ATC2,0,2,0.209014904,30.53333333,2.402776172,1.38724347,256.1666667,13.21602563,7.630275952,16.06666667,0.305505046,0.176383421,4,1,12.6,14.7,1,0.846715328,damaged,50,2,27.4,32.9,2,0.822006472,,50,20,23.8,1.5,0.8343609,4046640,Whole Data Set,1,27.443,26.6,0.00009,247.233,20.21,-2.33,10.9105218,35.037,0.85,0.692,0.166,0.141,0.484,0.904,0.025,0.071,21.09,0.13,0.022,01/19/2024 5:19 PM,14J,17.33277778,Alice Malivert,52:00:08:b6,51.4993742,-0.1755654,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.00009,247.233,-2.33,10.9105218,0.85,0.692,0.166,0.141,0.484,0.904,0.025,0.071,21.09,0.022
20240119,Control,8,15,O,20:55:09,4.18,21.1,ATC2,0,1,21:48:25,16.92,25.3,ATC2,0,2,0.247044917,66.73333333,3.842308334,2.218357751,227.9,51.30263151,29.61958811,15.46666667,0.152752523,0.08819171,4,1,7,8.5,0.5,0.8125,out of water wet,42,,,,,,,,7,8.5,0.5,0.8125,4046644,Whole Data Set,1,26.422,27.35,0.00011,114.599,4.764,-2.88,9.5941746,31.446,1.027,0.678,0.159,0.163,0.175,0.308,-0.845,1.537,16.29,0.03,0.013,01/19/2024 5:21 PM,15O,17.36638889,Alice Malivert,52:00:08:b6,51.4993405,-0.175574,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.00011,114.599,-2.88,9.5941746,1.027,0.678,0.159,0.163,0.175,0.308,-0.845,1.537,16.29,0.013
20240119,Drought,8,16,O,20:55:59,6.057,21.3,ATC2,0,1,21:49:06,20.74,24.3,ATC2,0,2,0.292044359,28.96666667,2.557994006,1.476858528,253.5333333,15.17706603,8.762483159,16.4,0.964365076,0.556776436,4,1,4.5,5,0,0.9,very small,51,2,8.4,10.8,0.4,0.769230769,,51,6.45,7.9,0.2,0.834615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240121,Control,10,1,C,21:22:19,10.28,21.9,ATC2,0,1,22:19:37,49.07,23.1,ATC2,0,2,0.209496637,67.5,2.107130751,1.216552506,228.8333333,27.50496925,15.8800014,20.33333333,0.152752523,0.08819171,1,1,11.4,13.8,0.9,0.813953488,,52,2,37.2,43.2,2.7,0.851851852,,52,24.3,28.5,1.8,0.83290267,4047457,Whole Data Set,1,40.253,20.33,0.0001,197.324,2.261,-0.54,11.1673575,38.179,0.833,0.65,0.191,0.159,0.829,0.721,0.207,0.072,17.74,0.07,0.02,01/21/2024 5:42 PM,1C,17.7075,Alice Malivert,52:00:08:b6,51.499322,-0.1755917,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.0001,197.324,-0.54,11.1673575,0.833,0.65,0.191,0.159,0.829,0.721,0.207,0.072,17.74,0.02
20240121,Drought,10,2,C,21:23:29,13.03,21.4,ATC2,0,1,22:20:47,26.23,22.9,ATC2,0,2,0.496759436,34.76666667,2.773685875,1.601388287,258.1333333,5.359415391,3.094259919,20.8,0,0,1,1,9.6,11.3,0.8,0.838095238,yellow sides,64,2,28.5,34.3,2,0.820433437,,64,19.05,22.8,1.4,0.829264337,4047458,Whole Data Set,1,40.256,20.86,0.0001,170.082,5.594,-0.81,10.6257474,37.127,0.951,0.636,0.186,0.177,0.667,0.745,0.111,0.145,11.6,0.19,0.017,01/21/2024 5:43 PM,2C,17.72611111,Alice Malivert,52:00:08:b6,51.4993591,-0.1755947,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.0001,170.082,-0.81,10.6257474,0.951,0.636,0.186,0.177,0.667,0.745,0.111,0.145,11.6,0.017
20240121,Control,10,3,A,21:26:50,18.22,21.5,ATC2,0,1,22:22:57,27.91,24.3,ATC2,0,2,0.652812612,68,3.9,2.25166605,213.2666667,11.18942954,6.460220154,20.7,0.1,0.057735027,1,1,19.8,23.3,1.4,0.840182648,broke a part dry,53,2,36.1,41.8,2.7,0.854219949,,53,27.95,32.55,2.05,0.847201299,4047459,Whole Data Set,1,39.825,21.49,0.0001,169.692,13.813,-1.04,10.1425014,34.836,0.879,0.647,0.188,0.165,0.826,0.761,0.136,0.103,17.83,0.13,0.017,01/21/2024 5:44 PM,3A,17.74638889,Alice Malivert,52:00:08:b6,51.4993352,-0.1755746,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.0001,169.692,-1.04,10.1425014,0.879,0.647,0.188,0.165,0.826,0.761,0.136,0.103,17.83,0.017
20240121,Control,10,3,F,21:28:40,9.738,21.5,ATC2,0,1,22:23:38,38.35,23.2,ATC2,0,2,0.253924381,68.96666667,1.814754345,1.04774891,239.3333333,49.35000844,28.49224066,20.3,0.1,0.057735027,1,1,9.1,,,,,54,2,27.9,33.9,2,0.811912226,,54,18.5,33.9,2,0.811912226,4047460,Whole Data Set,1,39.221,22.17,0.00011,179.424,5.922,0.49,11.36237625,37.407,0.821,0.675,0.178,0.146,0.537,0.917,-0.148,0.231,19.52,0.23,0.02,01/21/2024 5:46 PM,3F,17.77805556,Alice Malivert,52:00:08:b6,51.4993385,-0.1755864,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.00011,179.424,0.49,11.36237625,0.821,0.675,0.178,0.146,0.537,0.917,-0.148,0.231,19.52,0.02
20240121,Control,10,3,K,21:29:50,17.11,21.5,ATC2,0,1,22:25:08,42.46,23.2,ATC2,0,2,0.402967499,67.23333333,2.15019379,1.241414963,204.3,25.65092591,14.80956898,20.56666667,0.152752523,0.08819171,1,1,10.5,12.2,0.8,0.850877193,yellow sides,55,2,37.4,42.5,3.2,0.870229008,,55,23.95,27.35,2,0.8605531,4047461,Whole Data Set,1,38.878,22.57,0.00009,130.503,4.842,-1.14,11.162781,37.135,0.778,0.668,0.187,0.145,0.714,0.711,0.018,0.27,16.68,0.21,0.012,01/21/2024 5:47 PM,3K,17.79833333,Alice Malivert,52:00:08:b6,51.4993519,-0.1755812,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.00009,130.503,-1.14,11.162781,0.778,0.668,0.187,0.145,0.714,0.711,0.018,0.27,16.68,0.012
20240121,Drought,10,4,A,21:31:40,5.553,21.7,ATC2,0,1,22:26:28,14.82,22.6,ATC2,0,2,0.374696356,27.43333333,1.357694124,0.783865068,267.2333333,14.40150455,8.314712529,20.8,0.173205081,0.1,1,1,9.4,11.3,0.4,0.825688073,,65,2,6.6,8,0.4,0.815789474,,65,8,9.65,0.4,0.820738774,4047462,Whole Data Set,1,38.842,22.79,0.00013,254.182,5.504,-1.12,9.3500748,32.164,0.967,0.646,0.18,0.174,0.661,0.85,-0.06,0.21,14.13,0.16,0.033,01/21/2024 5:48 PM,4A,17.81083333,Alice Malivert,52:00:08:b6,51.4993454,-0.1755669,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.00013,254.182,-1.12,9.3500748,0.967,0.646,0.18,0.174,0.661,0.85,-0.06,0.21,14.13,0.033
20240121,Drought,10,4,K,21:32:30,11.13,21.5,ATC2,0,1,22:28:28,43.75,24.2,ATC2,0,2,0.2544,37.9,2.707397274,1.563116545,263.1,10.91375279,6.301058112,20.9,0.264575131,0.152752523,1,1,10.5,12.2,1.1,0.846846847,,66,2,21.8,26.7,1.8,0.803212851,,66,16.15,19.45,1.45,0.825029849,4047463,Whole Data Set,1,38.688,23.06,0.00008,153.4,1.709,-1.21,10.4931045,34.803,0.864,0.67,0.177,0.153,0.689,0.728,0.133,0.14,17.4,0.18,0.012,01/21/2024 5:49 PM,4K,17.82777778,Alice Malivert,52:00:08:b6,51.4993314,-0.1755781,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.00008,153.4,-1.21,10.4931045,0.864,0.67,0.177,0.153,0.689,0.728,0.133,0.14,17.4,0.012
20240121,Drought,10,6,C,21:34:10,8.319,21.8,ATC2,0,1,22:29:18,37.13,22.9,ATC2,0,2,0.224050633,31,1.479864859,0.854400375,257.3333333,10.58883059,6.113464193,21.46666667,0.152752523,0.08819171,2,1,10.3,12.5,0.7,0.813559322,,67,2,18.7,22.3,1.3,0.828571429,,67,14.5,17.4,1,0.821065375,4047464,Whole Data Set,1,38.428,23.29,0.00012,202.22,4.26,-1.38,10.42750395,36.607,0.966,0.633,0.187,0.18,0.66,0.875,-0.02,0.145,18,0.14,0.024,01/21/2024 5:50 PM,6C,17.8425,Alice Malivert,52:00:08:b6,51.499342,-0.1755722,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.00012,202.22,-1.38,10.42750395,0.966,0.633,0.187,0.18,0.66,0.875,-0.02,0.145,18,0.024
20240121,Control,10,7,A,21:37:51,22.29,21.5,ATC2,0,1,22:30:59,76.38,23.5,ATC2,0,2,0.291830322,72.53333333,2.514623895,1.451818783,223.4333333,12.41343358,7.166899221,21.03333333,0.057735027,0.033333333,2,1,25.8,29.5,1.7,0.866906475,,56,2,42.3,48.9,2.9,0.856521739,,56,34.05,39.2,2.3,0.861714107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
